name	length	MII_SRR17972798_Rep1_R1	MII_SRR17972799_Rep2_R1	MII_SRR17972800_Rep3_R1	MII_SRR17972801_Rep4_R1	MII_SRR17972802_Rep5_R1	MII_SRR17972803_Rep6_R1	MII_SRR17972804_Rep7_R1	MII_SRR17972805_Rep8_R1	MII_SRR17972806_Rep9_R1	MII_SRR17972807_Rep10_R1	MII_SRR17972808_Rep11_R1	MII_SRR17972809_Rep12_R1	MII_SRR17972810_Rep13_R1	MII_SRR17972811_Rep14_R1	MII_SRR17972812_Rep15_R1	MII_SRR17972813_Rep16_R1	MII_SRR17972826_Rep17_R1	MII_SRR17972827_Rep18_R1	MII_SRR17972828_Rep19_R1	MII_SRR17972856_Rep20_R1	MII_SRR17972857_Rep21_R1	MII_SRR17972858_Rep22_R1	MII_SRR17972859_Rep23_R1
SLC2A2	5297	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	5	0	2	0	0
SLC2A3	4677	0	190	56	0	194	16	97	154	0	45	73	23	48	37	66	54	45	82	36	40	5	13	0
SLC2A4	2636	0	0	0	0	0	0	6	41	0	7	0	4	0	1	0	1	0	1	4	0	4	1	6
SLC2A4RG	1876	0	10	0	28	73	35	48	0	133	21	21	16	35	46	61	57	0	1	0	29	26	56	15
SLC2A5	2188	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
SLC2A6	2218	1	919	1571	1786	699	1548	2401	1070	278	1010	715	440	519	562	542	639	3	6	10	200	249	195	243
SLC2A8	2001	2269	2830	4867	2987	3961	3377	4819	5140	3627	2888	2280	1328	2192	1497	1249	1310	9	13	22	467	623	1114	460
SLC2A9	7007	0	14	10	0	61	20	12	41	55	16	0	14	12	7	14	16	3	3	7	30	35	20	21
SLC30A10	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A1	2669	0	8	5	0	26	4	0	1	0	69	24	40	17	20	8	29	42	109	81	1	5	99	0
SLC30A2	3559	1	0	0	0	0	0	0	40	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0
SLC30A3	5348	0	604	821	717	887	571	486	402	685	389	429	369	489	501	340	610	10	6	5	336	538	114	294
SLC30A4	3542	0	37	45	0	292	42	14	66	124	35	61	82	0	118	74	77	87	145	68	56	99	61	120
SLC30A5	2787	0	93	1	138	38	47	94	32	35	11	42	9	44	128	54	60	148	192	175	19	58	264	211
SLC30A6	4518	0	7	7	1	0	3	21	28	10	7	0	6	1	7	0	3	35	39	66	2	9	20	4
SLC30A7	8081	2	259	235	375	333	280	206	805	118	658	205	246	227	563	161	357	811	709	631	25	54	24	86
SLC30A8	2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A9	4952	522	697	1296	1129	823	530	634	416	287	471	593	672	411	499	265	273	2659	3003	2466	156	138	442	367
SLC31A1	3763	0	55	59	126	156	108	0	157	0	183	49	144	52	172	17	72	192	187	164	56	42	865	16
SLC31A2	2371	0	441	533	773	254	448	324	489	246	326	359	288	204	300	277	254	892	688	623	231	192	200	134
SLC32A1	2611	0	0	10	0	0	0	0	2	0	0	1	3	0	2	20	4	0	0	0	2	13	0	0
SLC33A1	2957	0	5	0	8	16	7	24	0	0	2	1	0	3	3	13	1	11	10	18	2	6	3	22
SLC34A1	3179	3	0	3	60	55	29	148	63	160	80	97	17	25	23	42	22	0	2	1	46	22	0	0
SLC34A2	3380	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	4	0	12	0
SLC34A3	3211	0	0	7	120	0	24	33	27	0	35	11	6	1	10	13	15	0	2	0	13	28	0	3
SLC35A1	1819	358	371	692	590	275	223	207	160	289	258	237	319	267	247	123	160	1820	2452	2233	141	110	195	59
SLC35A2	3589	3	980	823	1216	315	792	256	442	333	359	212	348	222	198	237	218	55	67	76	351	496	219	636
SLC35A3	6840	5	8	136	187	24	73	93	13	0	36	35	55	31	47	4	39	793	813	776	11	8	77	6
SLC35A4	2729	0	643	483	1439	1269	1175	315	881	272	767	722	498	285	568	139	305	16	26	44	35	117	153	206
SLC35A5	5691	55	198	402	148	168	248	106	210	40	301	195	277	313	162	122	124	1040	1105	1149	114	130	280	44
SLC35B1	1265	130	1499	2134	2420	1881	2445	2438	3151	2182	2195	2333	1975	2599	1798	2805	2604	323	402	300	4214	3168	1483	1316
SLC35B2	2354	1279	1725	911	1344	1675	1670	1321	1961	1215	1000	867	1062	831	616	473	513	62	71	98	395	628	485	321
SLC35B3	2343	0	7	0	0	0	0	14	0	0	19	0	2	8	8	9	11	399	412	464	22	7	0	1
SLC35B4	7020	5	45	185	88	192	300	200	209	116	202	109	98	191	125	127	169	46	44	58	83	85	0	76
SLC35C1	3288	306	278	98	261	166	353	180	167	405	176	189	154	98	162	69	73	8	6	8	15	41	14	39
SLC35C2	1896	2	800	319	622	1010	650	1320	390	849	486	696	327	344	360	481	390	3	4	8	348	365	163	223
SLC35D1	1393	1	117	279	266	116	92	444	233	166	156	217	145	311	229	150	186	506	679	584	321	308	462	355
SLC35D2	2103	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	2	3	1	0	0	0	0
SLC35D3	1272	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0
SLC35E1	4073	0	1	6	24	67	54	43	31	0	19	89	0	87	131	36	143	20	16	34	46	154	165	133
SLC35E2	7067	2	409	468	392	267	468	385	450	1581	1222	593	466	721	1767	179	458	121	164	216	205	299	630	279
SLC35E3	3429	775	853	1096	938	882	796	709	795	1141	975	1096	1201	1648	1049	933	847	3924	4650	4889	1456	1396	1257	896
SLC35E4	1598	0	33	24	0	0	0	0	0	0	0	0	0	10	4	11	7	0	2	0	0	6	0	0
SLC35F1	4429	195	45	155	0	39	33	4	46	41	63	47	31	69	141	52	39	90	91	103	9	21	161	35
SLC35F2	1512	0	0	0	0	0	0	0	29	0	16	0	4	0	2	0	3	2	6	0	7	0	12	0
SLC35F3	2986	0	11	1	0	21	28	41	21	119	12	10	11	45	8	23	9	8	8	4	26	38	0	89
SLC35F4	1637	301	103	313	90	288	186	869	134	295	167	265	193	478	203	310	199	163	165	167	477	264	585	275
SLC35F5	4628	0	0	43	9	0	11	61	35	1	0	12	0	47	15	8	27	64	99	114	23	7	38	0
SLC35F6	3390	0	142	146	237	111	108	307	103	3	289	282	145	171	315	317	352	9	8	6	179	260	129	314
SLC35G1	3711	0	170	306	102	24	121	245	81	281	166	147	217	261	246	191	282	222	209	254	140	159	347	146
SLC35G2	1570	0	0	5	72	73	49	126	123	0	67	0	41	38	47	18	39	233	293	275	63	53	11	3
SLC35G6	2705	0	7	2	0	0	0	8	0	0	2	21	12	1	10	5	4	0	0	0	3	4	0	1
SLC36A1	6033	1	356	218	416	326	536	369	671	1227	869	500	318	461	683	315	436	140	187	219	126	226	40	317
SLC36A2	1612	0	0	0	49	0	0	39	0	0	0	0	0	0	8	31	17	2	2	1	0	0	0	9
SLC36A3	2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC36A4	5439	0	0	20	4	0	3	1	0	0	0	13	16	13	31	1	7	155	217	178	0	0	17	0
SLC37A1	4080	0	7	20	18	12	14	47	6	0	2	0	0	1	8	4	13	6	1	3	23	25	1	2
SLC37A2	3546	0	0	0	0	0	0	35	0	44	0	0	6	0	7	0	6	4	5	0	0	0	0	0
SLC37A3	4857	0	142	295	259	183	116	350	512	685	177	65	338	325	453	123	271	224	340	318	19	111	73	298
SLC37A4	3808	1344	632	136	1629	366	451	738	710	29	640	521	593	491	517	232	234	3	13	8	108	126	37	44
SLC38A10	4720	0	46	1	0	140	164	0	6	520	56	6	81	4	17	1	11	10	23	31	8	32	7	30
SLC38A11	2156	1	42	207	78	88	79	255	202	35	211	188	230	131	165	92	190	577	531	512	75	143	159	46
SLC38A1	9103	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	2	38	93	32	0	1	0	1
SLC38A2	4878	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	101	182	62	0	1	0	1
SLC38A3	3189	0	642	206	760	629	544	634	457	1501	710	325	410	448	451	575	589	4	15	6	275	298	366	159
SLC38A4	4170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A5	1999	0	0	257	194	88	101	0	36	0	0	0	0	0	8	38	0	9	27	9	0	0	0	0
SLC38A6	3078	0	237	222	151	134	179	176	59	49	72	79	96	108	77	51	47	791	737	634	94	172	167	224
SLC38A7	9334	0	669	325	786	1060	865	641	254	366	694	168	173	100	548	203	418	7	9	12	55	103	345	134
SLC38A8	4992	4031	4383	3910	6085	3806	5636	4423	5492	2595	3966	3897	2817	2675	2766	2520	3388	304	297	290	2192	3168	1901	2319
SLC38A9	6698	1	91	384	347	124	88	154	200	33	230	214	225	289	422	219	232	442	664	518	43	67	15	8
SLC39A10	6151	475	352	327	495	154	278	335	208	226	303	192	301	134	252	153	160	3942	3217	2725	125	168	163	259
SLC39A11	3003	0	167	2	33	41	51	49	0	0	74	20	23	22	18	9	22	16	9	7	31	37	0	0
SLC39A12	2989	433	619	243	635	126	298	395	465	80	371	229	407	559	369	342	270	1846	1501	1220	239	199	135	31
SLC39A1	2344	0	909	1344	1037	735	1139	913	1914	1083	1151	506	724	617	495	250	333	23	32	44	44	51	902	582
SLC39A13	2465	135	100	119	146	148	156	350	27	425	125	119	151	69	179	108	111	2	2	7	68	44	62	240
SLC39A14	5410	0	0	21	0	7	130	179	2	116	7	30	29	19	8	2	31	72	115	105	0	37	10	14
SLC39A2	1991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SLC39A3	5033	0	6	88	372	268	228	119	94	0	108	6	43	31	36	21	58	0	4	4	7	18	5	11
SLC39A4	2163	0	20	13	17	103	8	17	4	4	3	6	8	10	26	6	20	1	3	1	7	32	0	72
SLC39A5	2470	0	84	114	101	74	136	153	1	31	6	38	98	58	29	47	32	0	0	4	9	35	0	58
SLC39A6	4100	1078	52	141	122	191	18	55	101	123	152	157	246	117	251	82	96	177	320	217	53	19	173	105
SLC39A7	2455	533	466	41	219	98	309	93	16	292	246	155	119	4	271	24	122	21	14	22	38	104	91	223
SLC39A8	3471	0	1	0	0	146	0	19	0	0	29	17	47	19	21	21	30	110	133	144	44	21	39	1
SLC39A9	5379	0	179	36	12	81	93	4	15	177	20	11	24	24	47	42	32	23	54	40	27	28	6	167
SLC3A1	2408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
SLC3A2	2081	4235	9742	14098	14808	12273	11405	13135	4234	6201	7825	9580	9178	6307	5742	6880	5865	975	1197	933	2836	3146	3171	3796
SLC40A1	3435	924	1381	1732	1693	1042	1287	937	1039	1062	946	874	876	956	696	718	600	453	913	1083	934	1179	790	1357
SLC41A1	5104	545	1002	1167	1818	1513	1240	1167	1304	599	1543	1052	1256	778	1085	549	523	37	72	54	338	386	401	322
SLC41A2	5887	9	48	226	37	122	177	171	43	188	201	28	70	132	288	86	138	1025	1141	997	8	13	165	288
SLC41A3	7403	597	349	84	193	221	162	242	218	86	130	153	199	100	105	197	102	4	4	5	136	111	42	273
SLC43A1	3532	0	0	184	191	237	112	219	110	1	103	35	129	20	140	203	133	2	10	6	36	147	0	121
SLC43A2	7685	407	124	249	343	397	448	280	96	836	289	194	254	117	194	79	109	41	55	45	50	91	240	146
SLC43A3	4204	0	47	0	0	0	0	0	0	0	17	0	0	0	11	14	4	1	1	0	0	8	0	0
SLC44A1	7359	0	1	129	122	0	0	7	38	4	34	38	32	0	107	28	41	41	126	70	6	4	15	2
SLC44A2	3908	122	456	252	876	445	841	569	189	454	557	504	575	493	520	365	586	29	31	24	224	319	104	269
SLC44A3	2656	71	540	193	476	212	492	556	607	645	766	449	701	414	548	454	470	124	139	124	264	253	686	442
SLC44A4	2247	0	0	7	0	0	48	2	5	0	3	2	0	0	18	0	19	0	6	2	7	27	0	20
SLC44A5	5418	0	434	439	77	295	321	171	158	199	147	153	213	184	158	78	97	1900	1661	1162	74	180	117	241
SLC45A1	2546	0	22	129	81	72	103	261	2	146	104	75	64	97	109	69	120	0	1	0	59	69	82	47
SLC45A2	2303	0	3	8	0	40	0	31	0	0	13	0	9	0	4	0	2	1	3	0	0	0	0	0
SLC45A3	6843	0	125	63	77	40	73	215	15	0	64	31	28	30	60	4	44	0	1	4	37	27	15	62
SLC45A4	8087	198	265	220	66	149	346	544	61	710	213	364	108	219	508	109	331	46	71	116	97	134	140	326
SLC46A1	2958	276	866	708	1263	261	1492	1230	1336	94	1423	735	689	787	900	362	796	16	11	20	226	331	446	371
SLC46A2	2283	0	52	37	11	0	9	2	6	0	23	22	24	14	32	29	53	6	9	10	64	76	62	120
SLC46A3	2955	0	0	46	6	0	0	0	0	0	0	0	0	36	4	6	6	28	21	13	3	0	0	0
SLC47A1	2268	38	95	461	335	401	225	472	309	518	365	457	375	643	317	350	315	131	140	152	435	275	472	306
SLC47A2	2776	0	299	620	204	733	330	736	506	512	346	622	240	621	285	547	437	5	18	17	1026	479	460	158
SLC48A1	2600	510	293	709	545	416	601	861	372	935	332	325	164	467	393	473	469	4	6	18	457	506	266	345
SLC49A3	5396	671	766	956	368	773	1769	3403	552	2489	890	568	665	922	1437	631	1210	7	15	13	375	701	1019	916
SLC4A10	5900	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	18	12	3	0	0	0	0
SLC4A11	6384	0	0	179	0	112	149	8	106	0	112	51	95	73	81	57	78	1	2	0	36	5	2	141
SLC4A1	3552	0	0	22	0	0	81	0	0	0	1	1	0	1	0	20	5	0	0	0	0	6	0	0
SLC4A1AP	4361	2118	810	1584	864	1579	968	843	651	1657	1492	2239	3098	2599	2642	1575	1499	1803	2054	1688	304	276	747	805
SLC4A2	4237	1	266	308	299	305	398	571	186	888	290	65	210	419	197	30	67	2	10	7	11	40	198	21
SLC4A3	5515	0	0	0	0	27	0	0	1	0	0	21	4	3	6	4	1	2	4	4	4	20	69	40
SLC4A4	8543	0	5	440	121	184	177	399	685	623	575	325	401	688	963	334	494	1203	1067	841	164	114	151	125
SLC4A5	3444	0	0	32	25	0	2	0	3	0	0	19	16	13	13	18	1	1	0	1	15	5	0	0
SLC4A7	12251	21	1	34	139	120	3	74	19	51	261	84	176	122	309	123	179	477	526	406	123	124	193	135
SLC4A8	11075	0	140	183	266	45	65	29	45	195	91	8	53	70	64	41	41	31	20	36	6	10	9	5
SLC4A9	4322	0	5	221	0	2	5	60	111	0	57	1	0	42	17	5	13	11	9	9	93	24	8	0
SLC50A1	1052	30	44	28	58	98	69	94	76	40	62	62	58	96	48	64	55	29	23	29	51	115	80	95
SLC51A	1493	0	116	88	0	202	37	87	66	0	96	37	11	19	13	30	10	83	35	28	8	32	6	0
SLC51B	4676	1	159	327	324	275	185	384	197	478	174	344	185	597	195	263	315	46	53	49	428	431	282	319
SLC52A2	2522	0	453	299	625	668	690	1633	529	2578	431	454	537	364	688	140	586	57	89	102	146	464	926	1260
SLC52A3	2995	0	0	0	0	0	54	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0
SLC5A10	2040	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A11	2274	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	1	0	0	0	0
SLC5A1	2248	131	360	697	630	695	325	593	487	463	721	493	660	803	1075	498	947	163	240	161	308	414	335	518
SLC5A12	2927	0	21	0	0	0	0	39	31	0	0	0	13	1	6	5	6	4	1	0	0	7	0	0
SLC5A2	2356	0	70	27	92	178	60	116	39	154	50	128	18	48	108	38	68	0	2	0	23	23	126	32
SLC5A3	11329	0	0	235	106	56	4	130	170	0	292	84	59	158	183	99	158	140	234	293	50	111	129	73
SLC5A4	1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A5	4112	0	62	154	9	64	31	0	122	0	41	39	21	1	41	3	69	0	2	1	4	22	0	0
SLC5A6	3675	1326	1613	769	1425	1482	2032	1515	1726	1665	1216	931	755	859	737	347	521	42	43	42	270	428	332	511
SLC5A7	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A8	2493	0	0	0	0	0	0	0	0	0	6	0	18	0	0	0	0	8	1	1	0	0	0	0
SLC5A9	3987	4120	800	513	581	755	885	432	389	1453	553	536	601	466	832	447	559	93	127	136	209	439	629	1057
SLC6A11	4185	26	79	4	75	154	129	75	36	93	73	63	21	89	111	70	91	2	7	7	13	38	13	342
SLC6A12	5765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A13	2673	0	0	0	0	0	16	35	1	0	0	0	0	0	9	16	4	0	0	0	0	1	15	0
SLC6A14	5511	0	10	38	0	25	1	25	15	55	8	35	16	38	7	31	11	18	21	20	28	36	51	37
SLC6A15	4567	0	1	4	0	22	2	2	0	16	7	1	12	7	14	9	24	33	39	21	7	20	3	5
SLC6A1	5623	0	0	0	2	65	75	135	51	0	60	62	0	24	155	48	160	13	6	17	38	132	29	67
SLC6A16	3122	110	106	257	360	99	81	244	164	0	189	113	98	84	80	87	71	2	12	0	25	92	125	85
SLC6A17	6423	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A18	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A19	3715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SLC6A20	6620	7923	5187	6982	6739	7235	7457	9861	8660	5190	5531	5422	4339	5165	4569	4244	4691	383	452	488	5465	6278	5687	5088
SLC6A2	5004	0	36	6	12	6	0	2	6	5	27	0	35	14	4	2	13	9	13	7	12	12	2	32
SLC6A3	2380	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	15	0	0	0
SLC6A4	3361	1	154	351	279	372	470	569	671	561	379	236	732	643	1192	522	732	18	36	59	182	300	150	174
SLC6A5	6918	1124	947	1028	1582	1614	1378	1676	1350	1043	1154	1420	1063	1026	962	970	873	220	255	257	612	670	444	631
SLC6A6	6399	0	0	0	3	0	0	12	0	0	0	13	0	6	1	6	5	1	0	0	18	11	0	0
SLC6A7	5120	0	0	22	68	0	13	21	79	0	144	0	2	36	35	27	21	2	1	0	25	26	0	39
SLC6A8	2331	390	1208	1389	1597	2495	2845	2960	830	4575	2232	1446	1012	1620	3166	1407	2446	116	130	129	349	655	486	1168
SLC6A9	3625	0	49	23	0	6	108	142	44	0	42	29	10	55	36	1	22	11	4	1	8	9	0	2
SLC7A10	2606	1611	240	379	743	886	835	1246	736	887	650	769	808	421	1115	731	1114	10	16	21	479	912	134	371
SLC7A11	9766	0	1	127	12	0	146	13	108	0	114	120	97	140	107	46	105	32	55	60	24	101	16	161
SLC7A14	3346	0	17	42	27	35	25	55	88	26	32	74	59	86	38	91	53	8	16	9	116	86	145	107
SLC7A1	7159	0	166	201	384	228	210	202	225	468	390	322	264	92	274	200	227	13	18	7	78	151	275	158
SLC7A2	7266	9	236	397	196	482	551	482	505	94	713	392	660	462	608	212	429	433	651	681	111	205	100	134
SLC7A3	2267	3344	9491	14827	10146	5313	6410	9708	5970	1786	3448	2624	2758	1698	1748	1589	1829	22807	18385	19389	1779	2715	3039	3019
SLC7A4	2590	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	6	0	1	0	0	0	0	0
SLC7A5	3832	0	0	3	2	0	13	12	73	0	35	15	0	21	58	18	53	6	5	3	7	15	53	68
SLC7A6	6859	780	1914	1741	4111	2343	3138	2624	4863	1098	4832	2436	2848	1600	2869	1038	1643	504	496	448	891	1171	1203	1226
SLC7A6OS	1561	0	184	190	120	66	213	375	454	5	284	458	287	696	491	539	645	347	313	248	169	223	114	25
SLC7A7	3911	1	1237	955	1228	911	1075	1157	1617	827	1387	1176	1182	1376	1534	1206	1159	102	185	211	503	499	392	306
SLC7A8	4069	0	48	5	202	0	124	112	159	15	180	88	158	146	186	136	119	6	4	11	59	146	25	0
SLC7A9	4016	1256	158	329	570	443	539	1108	771	294	1152	635	572	857	810	517	856	52	57	40	474	485	182	312
SLC8A1	6765	964	324	1557	1248	493	490	1200	582	1914	1812	1992	2598	2697	3224	1633	2021	1437	1832	1229	418	396	477	246
SLC8A2	10740	3	73	14	67	102	45	78	31	266	39	28	102	122	76	50	69	26	38	43	23	86	96	125
SLC8A3	7473	0	105	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SLC8B1	5354	2	2564	1684	2503	2122	3233	2392	3604	2220	2902	1781	1438	1974	1782	1399	1587	23	54	58	843	889	1112	1221
SLC9A1	3708	123	249	88	145	139	349	427	130	929	373	165	131	214	643	105	240	27	19	28	52	98	175	707
SLC9A2	4930	1252	185	207	92	101	34	104	26	52	160	89	196	112	241	67	113	31	55	93	37	38	103	0
SLC9A3	5763	0	59	88	50	73	67	110	63	79	36	69	71	45	77	43	42	5	9	9	64	73	153	43
SLC9A3R1	2001	303	527	498	1055	850	1419	1485	485	6229	1160	955	1293	1365	2586	1129	2299	9	16	12	288	670	929	1620
SLC9A3R2	2135	0	11	26	10	1	26	4	0	0	4	22	1	11	6	1	3	1	1	3	1	13	19	4
SLC9A4	4145	0	0	31	0	0	30	0	3	0	33	0	27	36	20	4	15	10	1	4	8	11	0	0
SLC9A5	5833	1	20	3	22	26	17	44	6	0	30	5	51	19	14	10	35	3	1	0	20	32	25	9
SLC9A6	4605	0	5	1	6	0	3	18	8	38	16	13	5	8	4	4	5	13	9	7	0	2	1	30
SLC9A7	7834	0	0	69	0	11	34	38	0	229	26	139	37	26	75	69	91	155	175	156	17	49	101	8
SLC9A8	7642	0	915	496	559	541	931	997	717	692	800	667	461	480	521	434	495	20	46	37	94	283	325	122
SLC9A9	3852	38	14	36	84	0	57	82	63	65	73	125	71	123	69	52	61	215	236	110	60	51	42	26
SLC9B2	6966	1	13	89	11	0	26	99	53	0	103	21	111	54	73	65	39	160	139	163	56	34	222	16
SLC9C1	6473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9C2	9703	0	0	0	0	0	0	0	10	0	11	17	10	0	7	4	11	3	5	5	0	0	0	0
SLCO1A2	3847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SLCO1B3	3008	0	0	0	0	0	0	0	0	0	11	8	3	0	1	0	2	5	8	3	6	1	0	0
SLCO1C1	4619	0	3	0	6	0	5	0	4	0	7	26	22	1	31	23	19	46	46	44	7	13	36	1
SLCO2A1	1937	926	108	102	260	229	201	153	89	38	140	205	156	280	119	163	127	14	11	10	140	225	45	38
SLCO2B1	4046	0	0	0	0	16	0	83	71	0	0	0	7	5	9	20	28	0	0	1	15	5	0	0
SLCO3A1	2852	708	459	152	309	341	357	581	632	501	934	682	1253	916	2176	425	1191	34	46	52	177	353	171	315
SLCO4A1	3541	1	0	61	0	0	0	0	47	0	22	0	0	0	10	0	0	0	0	0	0	0	0	0
SLCO4C1	5412	120	64	64	3	54	69	155	96	0	51	53	217	48	155	79	70	837	707	596	18	31	27	190
SLCO5A1	9135	0	0	0	0	0	0	0	9	0	0	0	2	0	3	0	1	5	6	1	0	0	0	0
SLCO6A1	2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
SLF1	6891	8	268	335	321	7	71	99	18	272	71	48	75	63	65	25	35	2967	2288	1890	31	14	180	67
SLF2	5913	0	94	70	0	45	90	5	87	5	43	22	68	82	100	65	58	914	958	535	23	5	13	70
SLFN11	6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLFN14	5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SLFNL1	6707	552	136	436	415	603	332	846	193	686	282	270	239	210	214	146	254	3	10	8	290	372	149	264
SLIRP	380	3844	1172	1787	1177	2388	857	1735	898	2339	762	1695	1647	2649	1036	1367	834	272	648	878	4669	4178	11739	7855
SLIT1	5136	0	261	3	1	0	8	4	8	0	62	2	51	6	102	89	59	4	4	2	37	22	0	9
SLIT2	6757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SLIT3	9161	2104	3748	2727	4658	4546	5158	5339	6606	4533	4198	5032	3261	3171	3558	3810	3941	130	116	150	1732	1523	2086	1797
SLITRK1	3842	0	0	0	0	0	0	0	0	0	7	13	0	0	4	8	8	4	9	2	0	9	0	0
SLITRK2	7822	0	0	0	0	2	0	0	6	0	1	1	0	0	0	3	3	0	3	1	1	0	4	1
SLITRK3	3926	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK4	8210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK5	6323	0	0	0	5	0	2	0	0	0	2	0	4	0	0	16	1	0	1	1	4	10	0	16
SLITRK6	6211	1	32	70	22	36	2	45	9	99	36	10	40	23	29	0	12	95	55	27	8	19	0	48
SLK	7793	0	5	35	51	0	5	23	0	0	28	0	18	49	19	1	6	143	189	154	0	1	0	199
SLMAP	6047	173	274	429	737	164	327	155	136	7	263	99	224	90	240	27	90	317	365	428	74	51	42	122
SLN	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLPI	593	0	0	0	0	0	0	0	0	0	0	10	2	0	2	0	0	0	1	4	0	4	0	0
SLTM	4172	0	32	338	121	193	76	83	13	74	161	111	103	43	34	26	5	1049	839	714	13	6	13	116
SLU7	2394	0	69	233	59	165	125	53	1	0	148	157	160	83	104	70	55	1878	1559	1169	27	33	3	3
SLURP1	596	0	34	8	4	18	4	4	5	0	8	17	1	11	2	1	4	0	1	0	7	10	40	12
SLX1A	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX4	6923	0	67	31	18	28	38	66	6	0	74	136	93	127	200	30	74	25	35	40	49	54	136	100
SLX4IP	4704	0	21	112	244	30	14	49	50	1	42	16	32	79	78	12	39	26	50	52	23	20	0	51
SMAD1	4425	116	209	43	127	216	102	248	87	0	275	144	88	87	258	71	238	396	430	418	60	126	296	224
SMAD2	10110	34	375	542	305	46	481	282	274	81	620	480	553	570	1587	672	1125	4147	4536	3688	102	125	351	389
SMAD3	5181	3	1095	814	1733	1298	1157	1804	1454	2107	2081	1697	2146	2076	2741	1875	2365	101	161	138	1293	1355	949	1295
SMAD4	8769	0	0	54	1	5	57	91	0	2	47	17	14	5	40	5	27	96	158	107	1	2	0	140
SMAD5	6869	342	217	445	171	161	235	392	301	477	368	259	375	541	446	263	244	1326	1588	1416	118	143	309	245
SMAD6	3999	31	100	57	14	36	62	85	61	49	82	119	118	84	108	89	132	8	15	17	124	113	91	187
SMAD7	2844	0	77	0	0	0	19	0	9	0	17	25	20	27	38	17	29	1	5	3	0	3	2	9
SMAD9	4963	0	25	32	0	71	10	8	0	0	16	4	2	10	9	15	25	27	10	7	22	14	0	26
SMAGP	1868	2	519	300	358	339	397	573	469	525	325	494	278	715	414	490	457	268	218	226	704	1179	161	323
SMAP1	2564	973	334	336	516	438	362	404	462	983	571	523	1066	570	1161	403	719	243	480	577	159	331	167	307
SMAP2	2931	0	279	503	54	435	333	424	848	412	928	950	811	421	1185	356	540	304	304	282	108	236	95	108
SMARCA1	4165	0	4	63	0	8	1	24	27	0	0	0	38	0	7	0	3	503	520	199	2	0	2	58
